se_id,strain_id,effect_id
7569,770,5
7570,771,8
7571,773,2
7572,774,2
7573,775,8
7574,776,13
7575,777,2
7576,778,8
7577,779,14
7578,780,8
7579,781,13
7580,782,13
7581,783,14
7582,784,8
7583,785,2
7584,786,8
7585,787,2
7586,788,7
7587,789,5
7588,791,1
7589,792,10
7590,793,10
7591,794,14
7592,795,5
7593,796,10
7594,797,13
7595,798,2
7596,799,8
7597,800,14
7598,801,4
7599,802,9
7600,803,12
7601,804,11
7602,805,5
7603,806,14
7604,807,10
7605,808,6
7606,809,7
7607,810,8
7608,811,13
7609,812,12
7610,813,11
7611,814,14
7612,815,11
7613,816,10
7614,817,5
7615,818,9
7616,820,5
7617,821,6
7618,822,5
7619,823,14
7620,824,5
7621,825,9
7622,826,14
7623,827,9
7624,828,8
7625,829,4
7626,830,7
7627,831,11
7628,833,4
7629,834,14
7630,835,10
7631,836,2
7632,837,13
7633,838,11
7634,839,14
7635,840,5
7636,841,14
7637,842,14
7638,843,14
7639,844,2
7640,845,8
7641,846,5
7642,848,5
7643,849,5
7644,850,2
7645,851,14
7646,852,10
7647,853,14
7648,854,14
7649,855,5
7650,856,8
7651,857,10
7652,858,14
7653,859,5
7654,860,9
7655,861,5
7656,862,5
7657,863,13
7658,864,2
7659,865,8
7660,866,5
7661,867,5
7662,868,14
7663,869,5
7664,870,8
7665,871,2
7666,872,14
7667,873,11
7668,874,14
7669,875,11
7670,876,5
7671,877,11
7672,878,9
7673,880,10
7674,881,13
7675,882,6
7676,883,5
7677,884,2
7678,885,5
7679,886,14
7680,887,8
7681,888,8
7682,889,7
7683,890,10
7684,891,13
7685,892,8
7686,893,14
7687,894,10
7688,896,2
7689,897,4
7690,898,10
7691,899,5
7692,900,2
7693,901,5
7694,902,10
7695,903,6
7696,904,11
7697,905,14
7698,906,8
7699,907,6
7700,909,14
7701,910,6
7702,911,6
7703,912,5
7704,913,14
7705,914,6
7706,915,11
7707,916,14
7708,917,5
7709,918,8
7710,919,11
7711,920,9
7712,922,7
7713,923,14
7714,924,5
7715,925,9
7716,926,11
7717,927,13
7718,928,13
7719,929,14
7720,930,5
7721,931,8
7722,932,5
7723,933,5
7724,934,5
7725,935,6
7726,936,1
7727,937,8
7728,938,6
7729,939,2
7730,940,6
7731,941,6
7732,942,6
7733,943,5
7734,944,2
7735,945,4
7736,946,5
7737,947,6
7738,948,8
7739,949,6
7740,950,7
7741,951,10
7742,952,6
7743,953,9
7744,954,14
7745,955,2
7746,956,9
7747,957,11
7748,958,10
7749,959,5
7750,960,2
7751,961,1
7752,962,5
7753,963,5
7754,964,1
7755,966,5
7756,967,6
7757,968,10
7758,969,14
7759,970,10
7760,971,10
7761,972,11
7762,973,10
7763,974,5
7764,975,5
7765,976,1
7766,977,6
7767,978,13
7768,979,5
7769,980,12
7770,981,10
7771,982,11
7772,983,14
7773,984,9
7774,985,14
7775,986,11
7776,987,6
7777,988,14
7778,989,4
7779,990,5
7780,991,5
7781,992,6
7782,993,2
7783,994,2
7784,995,5
7785,996,2
7786,997,8
7787,998,5
7788,999,12
7789,1000,4
7790,1001,14
7791,1002,8
7792,1003,6
7793,1004,5
7794,1005,12
7795,1006,5
7796,1007,5
7797,1008,2
7798,1009,10
7799,1010,14
7800,1011,14
7801,1012,13
7802,1013,4
7803,1014,5
7804,1015,10
7805,1017,13
7806,1018,8
7807,1019,4
7808,1020,9
7809,1021,12
7810,1022,2
7811,1023,14
7812,1024,5
7813,1025,10
7814,1026,6
7815,1027,9
7816,1028,9
7817,1029,12
7818,1030,8
7819,1031,4
7820,1032,7
7821,1033,14
7822,1034,7
7823,1035,9
7824,1036,4
7825,1037,6
7826,1038,11
7827,1039,8
7828,1040,1
7829,1041,5
7830,1042,1
7831,1043,10
7832,1044,5
7833,1045,8
7834,1046,6
7835,1047,9
7836,1048,11
7837,1049,13
7838,1050,7
7839,1051,5
7840,1053,5
7841,1054,2
7842,1055,11
7843,1056,14
7844,1057,4
7845,1058,14
7846,1059,10
7847,1060,5
7848,1061,8
7849,1062,14
7850,1063,10
7851,1064,6
7852,1065,8
7853,1066,14
7854,1067,6
7855,1068,6
7856,1070,13
7857,1071,8
7858,1072,6
7859,1073,14
7860,1074,2
7861,1075,14
7862,1076,14
7863,1077,10
7864,1078,12
7865,1079,10
7866,1080,11
7867,1081,10
7868,1082,8
7869,1083,11
7870,1084,10
7871,1085,5
7872,1086,11
7873,1087,14
7874,1088,11
7875,1089,8
7876,1090,4
7877,1092,14
7878,1093,14
7879,1094,9
7880,1095,7
7881,1096,2
7882,1097,7
7883,1098,10
7884,1099,4
7885,1100,14
7886,1101,6
7887,1102,5
7888,1103,2
7889,1104,1
7890,1105,2
7891,1106,5
7892,1107,5
7893,1108,5
7894,1109,6
7895,1110,11
7896,1111,1
7897,1113,8
7898,1114,7
7899,1115,5
7900,1116,4
7901,1117,10
7902,1118,4
7903,1119,2
7904,1120,12
7905,1121,13
7906,1122,11
7907,1123,14
7908,1124,4
7909,1125,4
7910,1126,14
7911,1128,14
7912,1129,5
7913,1130,4
7914,1131,10
7915,1132,7
7916,1133,4
7917,1134,5
7918,1135,8
7919,1136,10
7920,1137,5
7921,1138,4
7922,1139,6
7923,1141,13
7924,1142,2
7925,1143,9
7926,1144,14
7927,1145,2
7928,1146,5
7929,1147,10
7930,1148,11
7931,1149,8
7932,1150,10
7933,1151,5
7934,1152,9
7935,1153,8
7936,1154,5
7937,1155,7
7938,1156,2
7939,1157,2
7940,1158,13
7941,1159,8
7942,1160,9
7943,1162,5
7944,1163,11
7945,1164,6
7946,1165,5
7947,1166,14
7948,1167,5
7949,1168,8
7950,1169,6
7951,1170,5
7952,1171,8
7953,1172,6
7954,1173,12
7955,1174,14
7956,1175,6
7957,1176,11
7958,1177,5
7959,1178,5
7960,1179,6
7961,1180,7
7962,1181,2
7963,1182,9
7964,1183,11
7965,1184,14
7966,1185,5
7967,1186,6
7968,1187,8
7969,1188,10
7970,1189,5
7971,1190,14
7972,1191,5
7973,1193,1
7974,1194,8
7975,1195,5
7976,1196,5
7977,1197,14
7978,1198,5
7979,1199,2
7980,1200,14
7981,1201,4
7982,1202,1
7983,1203,2
7984,1204,13
7985,1205,8
7986,1206,5
7987,1207,5
7988,1208,2
7989,1210,11
7990,1211,14
7991,1212,9
7992,1213,2
7993,1214,14
7994,1215,6
7995,1216,5
7996,1217,14
7997,1218,11
7998,1219,5
7999,1220,11
8000,1221,2
8001,1222,14
8002,1223,8
8003,1224,11
8004,1225,8
8005,1226,10
8006,1227,14
8007,1228,11
8008,1229,12
8009,1231,7
8010,1232,10
8011,1233,14
8012,1234,9
8013,1235,8
8014,1236,8
8015,1237,5
8016,1238,1
8017,1239,9
8018,1240,4
8019,1241,12
8020,1242,14
8021,1243,8
8022,1244,14
8023,1246,8
8024,1248,14
8025,1249,8
8026,1250,2
8027,1252,2
8028,1254,1
8029,1255,2
8030,1256,5
8031,1257,4
8032,1259,7
8033,1260,2
8034,1261,14
8035,1262,5
8036,1263,14
8037,1264,4
8038,1265,2
8039,1266,14
8040,1268,14
8041,1269,14
8042,1270,10
8043,1271,2
8044,1272,5
8045,1273,11
8046,1274,12
8047,1275,2
8048,1276,5
8049,1277,12
8050,1278,6
8051,1279,13
8052,1280,8
8053,1281,4
8054,1282,5
8055,1284,2
8056,1285,8
8057,1286,5
8058,1287,14
8059,1288,5
8060,1289,10
8061,1290,4
8062,1291,11
8063,1292,5
8064,1293,8
8065,1294,4
8066,1295,6
8067,1296,12
8068,1297,10
8069,1298,10
8070,1299,13
8071,1300,14
8072,1301,5
8073,1302,14
8074,1303,4
8075,1304,8
8076,1306,2
8077,1307,14
8078,1308,10
8079,1309,6
8080,1310,2
8081,1311,14
8082,1313,8
8083,1314,11
8084,1315,6
8085,1316,14
8086,1317,8
8087,1318,9
8088,1319,14
8089,1320,7
8090,1321,8
8091,1322,12
8092,1323,5
8093,1324,8
8094,1325,10
8095,1326,14
8096,1327,8
8097,1328,5
8098,1329,10
8099,1330,14
8100,1331,14
8101,1332,5
8102,1333,2
8103,1334,5
8104,1335,9
8105,1336,4
8106,1337,8
8107,1338,14
8108,1339,14
8109,1340,5
8110,1341,10
8111,1342,4
8112,1343,6
8113,1344,5
8114,1345,7
8115,1346,7
8116,1347,6
8117,1348,5
8118,1349,10
8119,1350,2
8120,1351,12
8121,1352,5
8122,1353,13
8123,1354,5
8124,1355,5
8125,1356,14
8126,1358,14
8127,1359,6
8128,1360,11
8129,1361,9
8130,1362,8
8131,1363,14
8132,1364,9
8133,1365,9
8134,1366,11
8135,1367,4
8136,1368,8
8137,1369,9
8138,1370,13
8139,1371,2
8140,1372,1
8141,1373,8
8142,1374,1
8143,1375,10
8144,1376,8
8145,1377,7
8146,1378,13
8147,1379,14
8148,1380,8
8149,1381,8
8150,1382,5
8151,1383,2
8152,1384,5
8153,1385,2
8154,1386,5
8155,1387,5
8156,1388,5
8157,1389,14
8158,1390,8
8159,1392,13
8160,1393,8
8161,1394,5
8162,1395,4
8163,1396,9
8164,1397,2
8165,1398,10
8166,1399,6
8167,1400,14
8168,1401,10
8169,1402,4
8170,1403,8
8171,1404,14
8172,1405,5
8173,1406,14
8174,1408,14
8175,1409,10
8176,1410,10
8177,1411,2
8178,1412,10
8179,1413,5
8180,1414,14
8181,1415,5
8182,1416,5
8183,1417,13
8184,1418,14
8185,1419,8
8186,1420,10
8187,1421,10
8188,1422,6
8189,1423,4
8190,1424,1
8191,1425,8
8192,1427,11
8193,1428,7
8194,1429,7
8195,1430,11
8196,1431,5
8197,1432,2
8198,1433,6
8199,1434,12
8200,1435,11
8201,1436,5
8202,1437,14
8203,1438,10
8204,1439,6
8205,1440,1
8206,1441,14
8207,1443,14
8208,1444,14
8209,1445,4
8210,1446,4
8211,1447,7
8212,1448,14
8213,1449,4
8214,1450,2
8215,1451,9
8216,1452,5
8217,1454,9
8218,1455,9
8219,1456,8
8220,1457,12
8221,1458,1
8222,1459,10
8223,1460,8
8224,1461,9
8225,1462,13
8226,1463,5
8227,1464,12
8228,1465,2
8229,1466,12
8230,1467,14
8231,1468,14
8232,1469,14
8233,1470,8
8234,1471,1
8235,1472,5
8236,1473,5
8237,1474,5
8238,1475,5
8239,1476,14
8240,1477,14
8241,1478,13
8242,1479,10
8243,1480,10
8244,1482,7
8245,1483,11
8246,1484,8
8247,1485,5
8248,1486,5
8249,1487,14
8250,1488,9
8251,1490,11
8252,1491,14
8253,1492,5
8254,1493,12
8255,1495,14
8256,1496,6
8257,1497,5
8258,1498,9
8259,1499,9
8260,1500,5
8261,1501,10
8262,1502,7
8263,1503,5
8264,1504,8
8265,1505,8
8266,1506,5
8267,1507,10
8268,1508,14
8269,1509,14
8270,1510,14
8271,1511,11
8272,1512,14
8273,1514,8
8274,1515,5
8275,1517,10
8276,1518,8
8277,1519,2
8278,1520,11
8279,1521,14
8280,1522,5
8281,1523,2
8282,1524,12
8283,1525,10
8284,1526,5
8285,1527,14
8286,1528,4
8287,1529,4
8288,1530,14
8289,1531,6
8290,1532,10
8291,1533,5
8292,1534,8
8293,1535,11
8294,1537,7
8295,1538,9
8296,1539,11
8297,1540,5
8298,1541,5
8299,1542,13
8300,1543,10
8301,1544,6
8302,1545,4
8303,1546,9
8304,1547,5
8305,1548,6
8306,1549,4
8307,1550,4
8308,1551,2
8309,1552,14
8310,1553,2
8311,1554,14
8312,1555,14
8313,1556,12
8314,1557,5
8315,1558,5
8316,1559,11
8317,1560,6
8318,1561,4
8319,1562,6
8320,1563,8
8321,1564,7
8322,1565,5
8323,1566,5
8324,1567,4
8325,1569,2
8326,1570,10
8327,1571,11
8328,1572,11
8329,1573,6
8330,1574,12
8331,1576,8
8332,1577,10
8333,1579,10
8334,1580,5
8335,1581,2
8336,1582,8
8337,1583,12
8338,1584,13
8339,1585,8
8340,1586,5
8341,1587,6
8342,1588,5
8343,1589,10
8344,1591,5
8345,1592,8
8346,1593,5
8347,1594,6
8348,1595,4
8349,1596,10
8350,1597,14
8351,1598,13
8352,1599,7
8353,1600,2
8354,1601,5
8355,1602,5
8356,1603,5
8357,1604,5
8358,1605,5
8359,1606,6
8360,1607,8
8361,1608,8
8362,1609,13
8363,1610,13
8364,1611,9
8365,1612,14
8366,1613,7
8367,1614,8
8368,1615,1
8369,1616,5
8370,1617,10
8371,1618,2
8372,1619,14
8373,1620,10
8374,1621,14
8375,1622,11
8376,1623,11
8377,1624,5
8378,1626,11
8379,1627,9
8380,1628,14
8381,1629,13
8382,1630,11
8383,1631,8
8384,1632,5
8385,1633,5
8386,1634,10
8387,1635,11
8388,1636,2
8389,1637,14
8390,1638,8
8391,1639,8
8392,1640,8
8393,1641,9
8394,1642,6
8395,1643,11
8396,1644,4
8397,1645,11
8398,1646,13
8399,1647,7
8400,1648,9
8401,1649,14
8402,1650,10
8403,1651,6
8404,1655,12
8405,1656,10
8406,1657,8
8407,1658,5
8408,1659,5
8409,1660,6
8410,1661,2
8411,1662,2
8412,1663,1
8413,1664,8
8414,1665,11
8415,1666,10
8416,1667,4
8417,1669,2
8418,1670,11
8419,1671,5
8420,1672,6
8421,1673,5
8422,1674,5
8423,1675,8
8424,1676,11
8425,1677,11
8426,1678,14
8427,1679,14
8428,1680,5
8429,1681,14
8430,1682,9
8431,1683,4
8432,1684,2
8433,1685,5
8434,1686,11
8435,1687,8
8436,1689,2
8437,1690,12
8438,1691,5
8439,1692,9
8440,1693,10
8441,1694,2
8442,1695,5
8443,1696,14
8444,1697,10
8445,1698,8
8446,1699,5
8447,1701,5
8448,1702,10
8449,1703,11
8450,1704,8
8451,1705,13
8452,1706,5
8453,1708,11
8454,1709,8
8455,1710,2
8456,1711,6
8457,1712,10
8458,1713,4
8459,1714,14
8460,1715,5
8461,1716,4
8462,1717,9
8463,1718,8
8464,1719,6
8465,1720,14
8466,1721,11
8467,1722,7
8468,1723,10
8469,1724,9
8470,1725,6
8471,1727,5
8472,1728,5
8473,1729,5
8474,1730,7
8475,1731,8
8476,1732,5
8477,1733,7
8478,1734,5
8479,1735,14
8480,1736,2
8481,1737,8
8482,1738,13
8483,1739,5
8484,1740,2
8485,1741,9
8486,1742,8
8487,1743,2
8488,1744,5
8489,1746,12
8490,1747,8
8491,1748,7
8492,1749,2
8493,1751,14
8494,1752,2
8495,1753,9
8496,1754,9
8497,1755,6
8498,1756,10
8499,1757,6
8500,1759,14
8501,1760,7
8502,1761,7
8503,1762,6
8504,1763,8
8505,1764,13
8506,1765,10
8507,1766,5
8508,1767,6
8509,1768,6
8510,1769,10
8511,1771,4
8512,1772,9
8513,1773,8
8514,1774,14
8515,1775,11
8516,1776,5
8517,1777,4
8518,1778,14
8519,1779,9
8520,1780,14
8521,1783,6
8522,1784,8
8523,1785,9
8524,1786,9
8525,1787,10
8526,1788,11
8527,1789,6
8528,1790,14
8529,1791,9
8530,1792,8
8531,1793,10
8532,1794,4
8533,1795,14
8534,1796,5
8535,1797,4
8536,1798,4
8537,1799,14
8538,1800,8
8539,1801,5
8540,1802,7
8541,1803,2
8542,1804,9
8543,1805,13
8544,1806,12
8545,1807,14
8546,1808,5
8547,1810,8
8548,1811,9
8549,1812,9
8550,1813,11
8551,1814,7
8552,1815,14
8553,1816,5
8554,1817,5
8555,1818,14
8556,1819,5
8557,1820,1
8558,1821,5
8559,1822,10
8560,1823,11
8561,1824,5
8562,1825,5
8563,1826,6
8564,1827,8
8565,1828,14
8566,1829,13
8567,1830,5
8568,1831,5
8569,1832,14
8570,1833,8
8571,1834,12
8572,1836,8
8573,1837,10
8574,1839,2
8575,1840,7
8576,1841,2
8577,1842,8
8578,1843,5
8579,1844,1
8580,1845,4
8581,1846,13
8582,1847,4
8583,1848,8
8584,1849,6
8585,1850,10
8586,1851,8
8587,1852,6
8588,1853,5
8589,1854,5
8590,1855,2
8591,1856,5
8592,1857,4
8593,1858,8
8594,1859,7
8595,1861,2
8596,1862,14
8597,1863,5
8598,1864,6
8599,1865,5
8600,1866,12
8601,1867,14
8602,1868,8
8603,1869,4
8604,1870,10
8605,1871,10
8606,1872,8
8607,1873,8
8608,1874,2
8609,1875,7
8610,1876,5
8611,1877,5
8612,1878,12
8613,1879,2
8614,1880,14
8615,1881,11
8616,1882,14
8617,1883,6
8618,1884,7
8619,1885,8
8620,1886,14
8621,1887,10
8622,1889,14
8623,1890,8
8624,1891,5
8625,1892,14
8626,1893,12
8627,1894,14
8628,1895,5
8629,1896,12
8630,1897,5
8631,1898,8
8632,1899,11
8633,1900,14
8634,1901,5
8635,1902,5
8636,1903,8
8637,1904,6
8638,1905,9
8639,1907,10
8640,1908,8
8641,1909,2
8642,1910,6
8643,1911,10
8644,1912,11
8645,1913,14
8646,1914,6
8647,1915,14
8648,1916,6
8649,1917,9
8650,1918,6
8651,1919,8
8652,1920,10
8653,1921,4
8654,1922,14
8655,1923,14
8656,1924,8
8657,1925,10
8658,1926,2
8659,1927,14
8660,1928,10
8661,1930,8
8662,1931,5
8663,1932,5
8664,1933,6
8665,1934,4
8666,1935,13
8667,1936,2
8668,1937,14
8669,1938,9
8670,1939,2
8671,1940,8
8672,1941,14
8673,1942,14
8674,1943,8
8675,1944,4
8676,1945,6
8677,1946,10
8678,1947,5
8679,1948,5
8680,1949,2
8681,1950,4
8682,1951,7
8683,1952,12
8684,1953,5
8685,1954,4
8686,1955,5
8687,1956,14
8688,1957,4
8689,1958,5
8690,1959,6
8691,1960,14
8692,1961,14
8693,1962,11
8694,1963,5
8695,1965,9
8696,1967,9
8697,1968,5
8698,1969,8
8699,1970,6
8700,1971,8
8701,1972,12
8702,1973,14
8703,1974,14
8704,1975,9
8705,1976,8
8706,1977,10
8707,1978,11
8708,1979,12
8709,1980,5
8710,1981,4
8711,1982,13
8712,1983,8
8713,1984,7
8714,1985,5
8715,1986,5
8716,1987,8
8717,1988,8
8718,1989,5
8719,1990,5
8720,1991,10
8721,1992,4
8722,1993,14
8723,1994,13
8724,1995,6
8725,1996,6
8726,1997,6
8727,1998,12
8728,1999,5
8729,2001,5
8730,2002,14
8731,2003,10
8732,2004,4
8733,2005,14
8734,2006,4
8735,2007,5
8736,2008,4
8737,2009,12
8738,2010,9
8739,2011,7
8740,2012,8
8741,2013,14
8742,2014,14
8743,2015,6
8744,2016,13
8745,2017,9
8746,2018,8
8747,2019,5
8748,2020,11
8749,2022,5
8750,2023,8
8751,2024,6
8752,2026,14
8753,2027,1
8754,2028,4
8755,2029,10
8756,2030,7
8757,2031,12
8758,2032,14
8759,2033,6
8760,2034,8
8761,2036,11
8762,2037,14
8763,2038,2
8764,2039,10
8765,2040,14
8766,2041,6
8767,2042,5
8768,2043,5
8769,2044,8
8770,2045,13
8771,2046,8
8772,2047,4
8773,2048,6
8774,2049,12
8775,2050,7
8776,2051,5
8777,2052,5
8778,2053,5
8779,2054,5
8780,2055,8
8781,2056,10
8782,2057,2
8783,2058,6
8784,2059,11
8785,2060,14
8786,2061,6
8787,2062,5
8788,2063,14
8789,2064,8
8790,2065,13
8791,2066,2
8792,2067,5
8793,2068,14
8794,2069,12
8795,2070,2
8796,2071,8
8797,2072,14
8798,2073,5
8799,2074,2
8800,2075,9
8801,2076,7
8802,2077,8
8803,2078,14
8804,2079,2
8805,2081,11
8806,2082,5
8807,2083,14
8808,2084,6
8809,2085,6
8810,2086,8
8811,2087,14
8812,2088,6
8813,2089,2
8814,2090,14
8815,2091,8
8816,2093,8
8817,2094,14
8818,2095,12
8819,2096,2
8820,2097,8
8821,2098,13
8822,2099,8
8823,2100,5
8824,2101,10
8825,2102,7
8826,2103,4
8827,2104,12
8828,2106,10
8829,2107,14
8830,2108,5
8831,2109,5
8832,2110,9
8833,2111,11
8834,2112,8
8835,2113,2
8836,2114,5
8837,2115,14
8838,2116,5
8839,2117,8
8840,2118,4
8841,2119,12
8842,2120,5
8843,2121,6
8844,2122,10
8845,2123,2
8846,2124,5
8847,2125,2
8848,2126,14
8849,2127,6
8850,2128,1
8851,2129,10
8852,2130,6
8853,2131,4
8854,2133,14
8855,2134,6
8856,2135,4
8857,2136,10
8858,2137,6
8859,2138,1
8860,2139,11
8861,2142,10
8862,2143,5
8863,2144,10
8864,2145,8
8865,2146,10
8866,2147,5
8867,2148,5
8868,2150,5
8869,2151,5
8870,2152,8
8871,2153,5
8872,2154,2
8873,2156,13
8874,2157,2
8875,2158,14
8876,2159,14
8877,2160,6
8878,2161,8
8879,2162,8
8880,2163,6
8881,2164,6
8882,2165,5
8883,2166,2
8884,2167,11
8885,2169,5
8886,2170,12
8887,2171,11
8888,2172,5
8889,2173,14
8890,2174,2
8891,2176,5
8892,2177,10
8893,2178,4
8894,2179,8
8895,2180,14
8896,2181,8
8897,2182,2
8898,2183,5
8899,2184,14
8900,2185,4
8901,2186,14
8902,2187,14
8903,2188,8
8904,2189,6
8905,2190,8
8906,2191,10
8907,2192,5
8908,2193,5
8909,2194,10
8910,2195,2
8911,2196,5
8912,2197,4
8913,2198,11
8914,2199,10
8915,2200,7
8916,2201,11
8917,2202,5
8918,2204,5
8919,2205,4
8920,2206,4
8921,2207,12
8922,2208,2
8923,2209,9
8924,2210,9
8925,2211,5
8926,2212,8
8927,2213,6
8928,2214,9
8929,2215,6
8930,2216,5
8931,2217,5
8932,2218,12
8933,2219,6
8934,2220,4
8935,2221,5
8936,2222,5
8937,2223,9
8938,2224,4
8939,2225,5
8940,2227,12
8941,2228,11
8942,2229,2
8943,2230,8
8944,2231,14
8945,2232,10
8946,2233,14
8947,2234,9
8948,2235,14
8949,2236,5
8950,2237,6
8951,2239,7
8952,2240,5
8953,2241,12
8954,2242,13
8955,2243,8
8956,2244,10
8957,2245,2
8958,2246,9
8959,2247,6
8960,2248,2
8961,2249,2
8962,2250,14
8963,2251,9
8964,2252,5
8965,2253,12
8966,2254,11
8967,2255,11
8968,2256,14
8969,2257,14
8970,2259,14
8971,2260,9
8972,2261,5
8973,2262,14
8974,2263,8
8975,2264,6
8976,2265,11
8977,2266,12
8978,2267,4
8979,2268,11
8980,2269,8
8981,2271,6
8982,2272,7
8983,2273,2
8984,2274,5
8985,2275,8
8986,2276,14
8987,2277,5
8988,2278,10
8989,2279,5
8990,2280,13
8991,2281,4
8992,2282,10
8993,2283,12
8994,2284,14
8995,2285,14
8996,2286,11
8997,2287,14
8998,2288,12
8999,2289,4
9000,2290,4
9001,2291,5
9002,2292,8
9003,2293,6
9004,2294,11
9005,2295,14
9006,2296,14
9007,2297,14
9008,2298,12
9009,2300,14
9010,2301,2
9011,2302,5
9012,2303,10
9013,2304,7
9014,2306,2
9015,2307,6
9016,2308,5
9017,2309,5
9018,2310,4
9019,2311,14
9020,2312,5
9021,2313,14
9022,2314,5
9023,2315,12
9024,2316,2
9025,2317,9
9026,2318,14
9027,2319,4
9028,2320,13
9029,2321,14
9030,2322,1
9031,2323,5
9032,2324,11
9033,2326,14
9034,2327,4
9035,2329,8
9036,2330,2
9037,2331,8
9038,2332,14
9039,2333,12
9040,2334,8
9041,2335,12
9042,2336,6
9043,2337,8
9044,2338,8
9045,2339,10
9046,2340,2
9047,2341,5
9048,2342,4
9049,2344,10
9050,2345,5
9051,2346,5
9052,2347,5
9053,2348,14
9054,2349,5
9055,2350,8
9056,2351,8
9057,1,10
9058,2,4
9059,3,2
9060,4,14
9061,5,12
9062,7,9
9063,8,7
9064,9,10
9065,10,14
9066,12,12
9067,13,1
9068,14,2
9069,15,5
9070,16,11
9071,18,9
9072,19,14
9073,20,14
9074,21,11
9075,22,9
9076,23,5
9077,24,4
9078,25,10
9079,26,11
9080,27,7
9081,28,10
9082,29,14
9083,30,9
9084,31,8
9085,32,14
9086,33,10
9087,34,14
9088,35,12
9089,36,12
9090,37,2
9091,38,1
9092,39,2
9093,40,5
9094,41,7
9095,42,5
9096,43,14
9097,44,9
9098,45,10
9099,46,2
9100,47,5
9101,48,6
9102,49,2
9103,50,9
9104,51,14
9105,52,10
9106,53,8
9107,54,2
9108,56,2
9109,57,11
9110,58,5
9111,59,6
9112,60,13
9113,62,8
9114,63,6
9115,64,4
9116,65,4
9117,66,9
9118,67,13
9119,68,8
9120,69,10
9121,70,2
9122,71,13
9123,72,8
9124,73,14
9125,74,14
9126,75,8
9127,76,9
9128,77,4
9129,78,14
9130,79,2
9131,80,12
9132,81,9
9133,82,13
9134,83,8
9135,84,13
9136,85,6
9137,86,7
9138,88,9
9139,90,6
9140,91,8
9141,92,14
9142,93,10
9143,94,12
9144,96,10
9145,97,11
9146,98,5
9147,99,13
9148,100,6
9149,101,10
9150,102,8
9151,103,1
9152,104,8
9153,105,4
9154,106,14
9155,108,2
9156,109,4
9157,110,9
9158,111,5
9159,112,5
9160,113,14
9161,114,9
9162,115,1
9163,116,12
9164,117,2
9165,118,2
9166,119,7
9167,120,14
9168,121,13
9169,122,13
9170,123,5
9171,124,2
9172,125,6
9173,126,10
9174,127,2
9175,128,6
9176,129,2
9177,130,2
9178,131,12
9179,132,8
9180,133,11
9181,134,12
9182,135,12
9183,136,6
9184,137,7
9185,138,13
9186,139,5
9187,140,8
9188,141,6
9189,142,2
9190,143,9
9191,144,14
9192,145,7
9193,146,8
9194,147,4
9195,148,13
9196,149,8
9197,150,14
9198,151,11
9199,152,11
9200,153,2
9201,154,10
9202,155,11
9203,156,10
9204,157,5
9205,159,9
9206,160,7
9207,162,11
9208,163,12
9209,164,8
9210,165,6
9211,166,7
9212,167,12
9213,168,11
9214,169,11
9215,170,6
9216,171,2
9217,173,6
9218,174,14
9219,176,7
9220,177,2
9221,178,6
9222,179,4
9223,180,5
9224,181,8
9225,182,10
9226,183,5
9227,184,14
9228,185,8
9229,186,14
9230,187,6
9231,189,11
9232,190,12
9233,191,9
9234,192,11
9235,193,11
9236,195,4
9237,196,10
9238,197,2
9239,198,4
9240,199,12
9241,200,1
9242,201,13
9243,202,7
9244,203,10
9245,204,6
9246,205,13
9247,206,9
9248,207,11
9249,208,1
9250,209,4
9251,210,5
9252,211,14
9253,212,1
9254,213,14
9255,214,14
9256,215,8
9257,216,10
9258,217,11
9259,218,5
9260,219,5
9261,220,4
9262,221,5
9263,222,14
9264,223,5
9265,224,8
9266,225,14
9267,226,13
9268,227,9
9269,228,5
9270,229,14
9271,230,6
9272,231,13
9273,232,12
9274,233,6
9275,234,6
9276,235,11
9277,237,12
9278,238,12
9279,239,6
9280,240,9
9281,241,9
9282,242,5
9283,243,14
9284,244,11
9285,245,2
9286,246,5
9287,247,5
9288,248,12
9289,249,12
9290,251,8
9291,252,6
9292,253,9
9293,254,6
9294,255,8
9295,256,11
9296,257,4
9297,258,2
9298,259,9
9299,260,1
9300,261,14
9301,263,8
9302,264,5
9303,265,6
9304,266,2
9305,267,5
9306,268,13
9307,269,6
9308,270,11
9309,271,9
9310,272,2
9311,273,11
9312,274,6
9313,275,1
9314,276,8
9315,277,5
9316,278,9
9317,279,11
9318,280,2
9319,281,6
9320,282,12
9321,283,2
9322,284,14
9323,285,7
9324,286,2
9325,287,11
9326,288,2
9327,289,4
9328,290,9
9329,291,12
9330,292,14
9331,293,4
9332,294,4
9333,295,14
9334,296,12
9335,297,5
9336,298,6
9337,299,6
9338,300,13
9339,301,9
9340,302,14
9341,303,5
9342,304,7
9343,305,8
9344,306,6
9345,307,6
9346,308,8
9347,309,11
9348,310,2
9349,311,5
9350,312,14
9351,313,14
9352,314,9
9353,315,5
9354,316,9
9355,317,10
9356,318,2
9357,319,2
9358,320,6
9359,321,10
9360,323,2
9361,324,6
9362,325,9
9363,326,11
9364,327,10
9365,328,14
9366,329,5
9367,330,8
9368,331,14
9369,332,11
9370,333,12
9371,335,13
9372,336,6
9373,337,6
9374,338,11
9375,339,4
9376,340,5
9377,341,9
9378,342,14
9379,343,5
9380,344,2
9381,345,12
9382,346,5
9383,347,11
9384,348,5
